market_type,market_name,establishment_year,parent_main_market,parent_main_year,market_area,record_id,market_name_length,parent_name_length,area_name_length,market_era
Sub Market,PÁUÀªÁqÀ,1955,CxÀtÂ,1968.0,CxÀtÂ,334,8,5,5,Legacy (<=1990)
Sub Market,WÀl¥Àæ¨sÀ,1979,UÉÆÃPÁPï,1948.0,UÉÆÃPÁPï,335,9,8,8,Legacy (<=1990)
Sub Market,CAPÀ®V,1955,UÉÆÃPÁPï,1948.0,ªÀÄÆqÀ®V,336,6,8,8,Legacy (<=1990)
Sub Market,ªÀÄÆqÀ®V,1955,UÉÆÃPÁPï,1948.0,,337,8,8,0,Legacy (<=1990)
Sub Market,AiÀiÁzÀªÁqÀ,2000,UÉÆÃPÁPï,1948.0,,338,11,8,0,Established (1991-2005)
Sub Market,ºÁgÉÆÃUÉÃj,1969,PÀÄqÀa,1961.0,gÁAiÀÄ¨sÁUï,339,10,6,11,Legacy (<=1990)
Sub Market,gÁAiÀÄ¨sÁUï,1984,PÀÄqÀa,1961.0,,340,11,6,0,Legacy (<=1990)
Sub Market,PÀAPÀtªÁr,1995,PÀÄqÀa,1961.0,,341,9,6,0,Established (1991-2005)
Sub Market,©r,1969,£ÀAzÀUÀqÀ,1961.0,SÁ£Á¥ÀÄgÀ,342,2,9,9,Legacy (<=1990)
Sub Market,ElV,1969,£ÀAzÀUÀqÀ,1961.0,,343,3,9,0,Legacy (<=1990)
Sub Market,SÁ£Á¥ÀÄgÀ,1969,£ÀAzÀUÀqÀ,1961.0,,344,9,9,0,Legacy (<=1990)
Sub Market,ºÀ®¸ÀV,1969,£ÀAzÀUÀqÀ,1961.0,,345,6,9,0,Legacy (<=1990)
Sub Market,aPÉÆÌÃr,1978,¤¥ÁàtÂ,1956.0,aPÉÆÌÃr,346,7,6,7,Legacy (<=1990)
Sub Market,¸ÀqÀ®UÁ,2004,¤¥ÁàtÂ,1956.0,¤¥ÁàtÂ,347,7,6,6,Established (1991-2005)
Sub Market,JPÀìA¨Á,2005,¤¥ÁàtÂ,1956.0,,348,7,6,0,Established (1991-2005)
Sub Market,PÀnPÉÆÃ¼À,1959,gÁªÀÄzÀÄUÀð,1968.0,gÁªÀÄzÀÄUÀð,349,9,11,11,Legacy (<=1990)
Sub Market,ºÀÄ®UÀÄAzÀ,1959,gÁªÀÄzÀÄUÀð,1968.0,,350,10,11,0,Legacy (<=1990)
Sub Market,¸ÀÄgÉÃ¨sÁ£ï,1975,gÁªÀÄzÀÄUÀð,1968.0,,351,11,11,0,Legacy (<=1990)
Sub Market,AiÀÄgÀUÀnÖ,1962,¸ËzÀwÛ,1962.0,¸ËzÀwÛ,352,10,6,6,Legacy (<=1990)
Sub Market,ªÀÄÄgÀUÉÆÃqï,1962,¸ËzÀwÛ,1962.0,,353,12,6,0,Legacy (<=1990)
Sub Market,²ªÀ¥ÀÄgÀ,1962,¸ËzÀwÛ,1962.0,,354,8,6,0,Legacy (<=1990)
Sub Market,ªÀÄÄ£ÀªÀ½î,1974,¸ËzÀwÛ,1962.0,,355,10,6,0,Legacy (<=1990)
Sub Market,GUÀgÀUÉÆÃ¼À,1987,¸ËzÀwÛ,1962.0,,356,11,6,0,Legacy (<=1990)
Sub Market,¨É®èzÀ¨ÁUÉÃªÁr,1955,¸ÀAPÉÃ±ÀégÀ,1949.0,ºÀÄPÉÌÃj,357,14,11,8,Legacy (<=1990)
Sub Market,¥Á±ÁÑ¥ÀÄgÀ,1955,¸ÀAPÉÃ±ÀégÀ,1949.0,,358,10,11,0,Legacy (<=1990)
Sub Market,ºÀÄPÉÌÃj,1955,¸ÀAPÉÃ±ÀégÀ,1949.0,,359,8,11,0,Legacy (<=1990)
Sub Market,AiÀÄªÀÄPÀ£ÀªÀÄjr,1955,¸ÀAPÉÃ±ÀégÀ,1949.0,,360,16,11,0,Legacy (<=1990)
Sub Market,zÉÆrØgÁªÉÄÃªÁr,1977,¸ÀAPÉÃ±ÀégÀ,1949.0,,361,14,11,0,Legacy (<=1990)
Sub Market,ºÉ¨Áâ¼À,1978,¸ÀAPÉÃ±ÀégÀ,1949.0,,362,7,11,0,Legacy (<=1990)
Sub Market,§¸ÀªÀ£À¨ÁUÉÃªÁr,1976,©eÁ¥ÀÄgÀ,1937.0,©eÁ¥ÀÄgÀ,363,15,8,8,Legacy (<=1990)
Sub Market,UÉÆ¼À¸ÀAV,1990,©eÁ¥ÀÄgÀ,1937.0,§¸ÀªÀ£À¨ÁUÉÃªÁr,364,9,8,15,Legacy (<=1990)
Sub Market,ºÀÆ«£À»¥ÀàgÀV,1990,©eÁ¥ÀÄgÀ,1937.0,PÉÆ¯ÁígÀ,365,13,8,8,Legacy (<=1990)
Sub Market,wPÉÆÃl,1996,©eÁ¥ÀÄgÀ,1937.0,¤qÀUÀÄA¢,366,6,8,8,Established (1991-2005)
Sub Market,§§¯ÉÃ±ÀégÀ,1996,©eÁ¥ÀÄgÀ,1937.0,§§¯ÉÃ±ÀégÀ,367,10,8,10,Established (1991-2005)
Sub Market,wqÀUÀÄAr,1996,©eÁ¥ÀÄgÀ,1937.0,wPÉÆÃl,368,8,8,6,Established (1991-2005)
Sub Market,¤qÀUÀÄA¢,2003,©eÁ¥ÀÄgÀ,1937.0,,369,8,8,0,Established (1991-2005)
Sub Market,ªÉÆgÀlV,1989,¹AzsÀV,1996.0,¹AzsÀV,370,7,6,6,Legacy (<=1990)
Sub Market,C®ªÉÄÃ®,1989,¹AzsÀV,1996.0,zÉÃªÀgÀ»¥ÀàgÀV,371,7,6,14,Legacy (<=1990)
Sub Market,zÉÃªÀgÀ»¥ÀàgÀV,1989,¹AzsÀV,1996.0,,372,14,6,0,Legacy (<=1990)
Sub Market,ZÀqÀZÀt,1961,EAr,2012.0,EAr,373,7,3,3,Legacy (<=1990)
Sub Market,ªÀÄÄzÉÝÃ©ºÁ¼À,1964,vÁ½PÉÆÃmÉ,1964.0,ªÀÄÄzÉÝÃ©ºÁ¼À,374,13,9,13,Legacy (<=1990)
Sub Market,£Á®vïªÁqï,1964,vÁ½PÉÆÃmÉ,1964.0,vÁ½PÉÆÃmÉ,375,9,9,9,Legacy (<=1990)
Sub Market,PÀ¯ÁzÀV,1978,¨ÁUÀ®PÉÆÃmÉ,1945.0,¨ÁUÀ®PÉÆÃmÉ,376,7,11,11,Legacy (<=1990)
Sub Market,UÀ®UÀ°,1978,©Ã¼ÀV,2010.0,©Ã¼ÀV,377,6,5,5,Legacy (<=1990)
Sub Market,PÀÄ®UÉÃj PÁæ¸ï,1977,¨ÁzÁ«Ä,1977.0,¨ÁzÁ«Ä,378,14,6,6,Legacy (<=1990)
Sub Market,PÉgÀÆgÀÄ,1975,¨ÁzÁ«Ä,1977.0,UÀÄ¼ÉÃzÀUÀÄqÀØ,379,8,6,14,Legacy (<=1990)
Sub Market,eÁ°ºÁ¼À,1975,¨ÁzÁ«Ä,1977.0,,380,7,6,0,Legacy (<=1990)
Sub Market,£ÀA¢PÉÃ±ÀégÀ,1984,¨ÁzÁ«Ä,1977.0,,381,12,6,0,Legacy (<=1990)
Sub Market,UÀÄ¼ÉÃzÀUÀÄqÀØ,1991,¨ÁzÁ«Ä,1977.0,,382,14,6,0,Established (1991-2005)
Sub Market,E¼ÀPÀ¯ï,1977,ºÀÄ£ÀUÀÄAzÀ,1977.0,ºÀÄ£ÀUÀÄAzÀ,383,7,11,11,Legacy (<=1990)
Sub Market,C«ÄÃ£ÀUÀqÀ,1977,ºÀÄ£ÀUÀÄAzÀ,1977.0,E¼ÀPÀ¯ï,384,10,11,7,Legacy (<=1990)
Sub Market,UÀÄqÀÆgÀÄ,1993,ºÀÄ£ÀUÀÄAzÀ,1977.0,,385,9,11,0,Established (1991-2005)
Sub Market,vÉgÀzÁ¼À,1956,dªÀÄRAr,1953.0,dªÀÄRAr,386,8,7,7,Legacy (<=1990)
Sub Market,¸ÁªÀ¼ÀV,1980,dªÀÄRAr,1953.0,gÀ§PÀ«-§£ÀºÀnÖ,387,7,7,14,Legacy (<=1990)
Sub Market,ªÀÄÄzsÉÆÃ¼À,1943,ªÀÄºÁ°AUÀ¥ÀÄgÀ,1986.0,ªÀÄÄzsÉÆÃ¼À,388,11,14,11,Legacy (<=1990)
Sub Market,¯ÉÆÃPÁ¥ÀÄgÀ,1980,ªÀÄºÁ°AUÀ¥ÀÄgÀ,1986.0,,389,11,14,0,Legacy (<=1990)
Sub Market,C¼ÁßªÀgÀ,1960,zsÁgÀªÁqÀ,1949.0,zsÁgÀªÁqÀ,390,8,9,9,Legacy (<=1990)
Sub Market,SÁ£Á¥ÀÄgÀ-,2009,zsÁgÀªÁqÀ,1949.0,C¼ÁßªÀgÀ,391,10,9,8,Modern (2006+)
Sub Market,£ÀªÀ®UÀÄAzÀ,1948,CtÂÚUÉÃj,1948.0,£ÀªÀ®UÀÄAzÀ,392,11,8,11,Legacy (<=1990)
Sub Market,ªÉÆgÀ§,1986,CtÂÚUÉÃj,1948.0,CtÂÚUÉÃj,393,6,8,8,Legacy (<=1990)
Sub Market,C¼ÀUÀªÁr,1994,CtÂÚUÉÃj,1948.0,,394,8,8,0,Established (1991-2005)
Sub Market,ºÉ¨Áâ¼À,1994,CtÂÚUÉÃj,1948.0,,395,7,8,0,Established (1991-2005)
Sub Market,±À®ªÀr,1994,CtÂÚUÉÃj,1948.0,,396,6,8,0,Established (1991-2005)
Sub Market,£ÀÆ°é,1997,ºÀÄ§â½î,1943.0,ºÀÄ§â½î,397,5,7,7,Established (1991-2005)
Sub Market,ºÉ§¸ÀÆgÀÄ,1997,ºÀÄ§â½î,1943.0,ºÀÄ§â½î £ÀUÀgÀ,398,9,7,14,Established (1991-2005)
Sub Market,²gÀUÀÄ¦à,1997,ºÀÄ§â½î,1943.0,,399,8,7,0,Established (1991-2005)
Sub Market,UÀÄrUÉÃj,1972,PÀÄAzÀUÉÆÃ¼À,1961.0,PÀÄAzÀUÉÆÃ¼À,400,8,12,12,Legacy (<=1990)
Sub Market,¸ÀA²,1972,PÀÄAzÀUÉÆÃ¼À,1961.0,,401,4,12,0,Legacy (<=1990)
Sub Market,ºÀÄ®PÉÆÃn,1960,UÀzÀUÀ,1943.0,UÀzÀUÀ,402,9,6,6,Legacy (<=1990)
Sub Market,ªÀÄÄ¼ÀUÀÄAzÀ,1948,UÀzÀUÀ,1943.0,,403,12,6,0,Legacy (<=1990)
Sub Market,PÀÄvÀðPÉÆÃn,1987,UÀzÀUÀ,1943.0,,404,11,6,0,Legacy (<=1990)
Sub Market,ºÉÆA§¼À,1988,UÀzÀUÀ,1943.0,,405,7,6,0,Legacy (<=1990)
Sub Market,PÉÆnªÀÅªÀÄZÀV,1988,UÀzÀUÀ,1943.0,,406,13,6,0,Legacy (<=1990)
Sub Market,¸ÉÆgÀlÆgÀÄ,1988,UÀzÀUÀ,1943.0,,407,10,6,0,Legacy (<=1990)
Sub Market,qÀA§¼À,1959,ªÀÄÄAqÀgÀV,1959.0,ªÀÄÄAqÀgÀV,408,6,10,10,Legacy (<=1990)
Sub Market,²gÉÆÃ¼À,1985,£ÀgÀUÀÄAzÀ,1947.0,£ÀgÀUÀÄAzÀ,409,7,10,10,Legacy (<=1990)
Sub Market,PÉÆÃt£ÀÆgÀÄ,1985,£ÀgÀUÀÄAzÀ,1947.0,,410,11,10,0,Legacy (<=1990)
Sub Market,aPÀÌ£ÀgÀUÀÄAzÀ,1989,£ÀgÀUÀÄAzÀ,1947.0,,411,14,10,0,Legacy (<=1990)
Sub Market,£ÀgÉÃUÀ¯ï,1959,gÉÆÃt,1959.0,gÉÆÃt,412,9,5,5,Legacy (<=1990)
Sub Market,UÀeÉÃAzÀæUÀqÀ,1959,gÉÆÃt,1959.0,UÀeÉÃAzÀæUÀqÀ,413,13,5,13,Legacy (<=1990)
Sub Market,gÉÆÃt,1959,gÉÆÃt,1959.0,,414,5,5,0,Legacy (<=1990)
Sub Market,¸ÀÆr,1959,gÉÆÃt,1959.0,,415,4,5,0,Legacy (<=1990)
Sub Market,²gÀºÀnÖ,1955,®PÉëöäÃ±ÀégÀ,1955.0,²gÀºÀnÖ,416,7,12,7,Legacy (<=1990)
Sub Market,²UÀ½,1955,®PÉëöäÃ±ÀégÀ,1955.0,®PÉëöäÃ±ÀégÀ,417,4,12,12,Legacy (<=1990)
Sub Market,¨É¼ÀînÖ,1955,®PÉëöäÃ±ÀégÀ,1955.0,,418,7,12,0,Legacy (<=1990)
Sub Market,UÀÄvÀÛ¯ï,1960,ºÁªÉÃj,1955.0,ºÁªÉÃj,419,8,6,6,Legacy (<=1990)
Sub Market,PÀgÀdV,1987,ºÁªÉÃj,1955.0,,420,6,6,0,Legacy (<=1990)
Sub Market,ºÀA¸À¨sÁ«,1964,»gÉÃPÀgÀÆgÀÄ,1963.0,»gÉÃPÀgÀÆgÀÄ,421,9,12,12,Legacy (<=1990)
Sub Market,ªÀiÁ¸ÀÆgÀÄ,1964,»gÉÃPÀgÀÆgÀÄ,1963.0,gÀnÖºÀ½î,422,10,12,8,Legacy (<=1990)
Sub Market,gÀnÖºÀ½î,1964,»gÉÃPÀgÀÆgÀÄ,1963.0,,423,8,12,0,Legacy (<=1990)
Sub Market,ºÀ®UÉÃj,1955,gÁtÂ¨É£ÀÆßgÀÄ,1955.0,gÁtÂ¨É£ÀÆßgÀÄ,424,7,13,13,Legacy (<=1990)
Sub Market,vÀÄ«Ää£ÀPÀnÖ,1988,gÁtÂ¨É£ÀÆßgÀÄ,1955.0,,425,12,13,0,Legacy (<=1990)
Sub Market,aPÀÌ¨Á¸ÀÆgÀÄ,1984,¨ÁåqÀV,1943.0,¨ÁåqÀV,426,12,6,6,Legacy (<=1990)
Sub Market,ªÉÆÃmÉ¨É£ÀÆßgÀÄ,1987,¨ÁåqÀV,1943.0,,427,15,6,0,Legacy (<=1990)
Sub Market,aPÀÌtf,2015,¨ÁåqÀV,1943.0,,428,6,6,0,Modern (2006+)
Sub Market,AiÀÄ®«,1954,¸ÀªÀtÆgÀÄ,1957.0,¸ÀªÀtÆgÀÄ,429,6,9,9,Legacy (<=1990)
Sub Market,PÀqÉPÉÆÃ¼À,1995,¸ÀªÀtÆgÀÄ,1957.0,,430,10,9,0,Established (1991-2005)
Sub Market,CQÌC®ÆgÀÄ,1976,ºÁ£ÀUÀ¯ï,1976.0,ºÁ£ÀUÀ¯ï,431,9,8,8,Legacy (<=1990)
Sub Market,zÁAqÉÃ°,1992,ºÀ½AiÀiÁ¼À,1962.0,ºÀ½AiÀiÁ¼À,432,7,10,10,Established (1991-2005)
Sub Market,UÉÆÃPÀtð,1991,PÀÄªÀÄmÁ,1960.0,PÀÄªÀÄmÁ,433,8,8,8,Established (1991-2005)
Sub Market,PÀvÀUÁ®,1991,PÀÄªÀÄmÁ,1960.0,,434,7,8,0,Established (1991-2005)
Sub Market,ªÀÄÆgÀÆgÀÄ,2000,PÀÄªÀÄmÁ,1960.0,,435,10,8,0,Established (1991-2005)
Sub Market,¨sÀlÌ¼À,1975,ºÉÆ£ÁßªÀgÀ,1975.0,ºÉÆ£ÁßªÀgÀ,436,7,10,10,Legacy (<=1990)
Sub Market,©¼À®RAqÀ,1989,ºÉÆ£ÁßªÀgÀ,1975.0,¨sÀlÌ¼À,437,8,10,7,Legacy (<=1990)
Sub Market,EqÀUÀÄAf,1989,ºÉÆ£ÁßªÀgÀ,1975.0,,438,8,10,0,Legacy (<=1990)
Sub Market,C£À¯É¨ÉÊ¯ï,1972,¹zÁÝ¥ÀÄgÀ,1970.0,¹zÁÝ¥ÀÄgÀ,439,10,9,9,Legacy (<=1990)
Sub Market,vÉgÉºÀ½îPÀ£ÀÆìgï,1972,¹zÁÝ¥ÀÄgÀ,1970.0,,440,16,9,0,Legacy (<=1990)
Sub Market,ªÀÄ£ïªÀÄ£É,1972,¹zÁÝ¥ÀÄgÀ,1970.0,,441,10,9,0,Legacy (<=1990)
Sub Market,QgÀÄªÀwÛ,1979,AiÀÄ¯Áè¥ÀÄgÀ,1970.0,AiÀÄ¯Áè¥ÀÄgÀ,442,8,12,12,Legacy (<=1990)
Sub Market,GªÀÄäZÀV,2000,AiÀÄ¯Áè¥ÀÄgÀ,1970.0,,443,8,12,0,Established (1991-2005)
Sub Market,UÀÄ¼Áî¥ÀÄgÀ,2000,AiÀÄ¯Áè¥ÀÄgÀ,1970.0,,444,11,12,0,Established (1991-2005)
Sub Market,©¹®PÉÆ¥Àà,1972,²gÀ¹,1954.0,²gÀ¹,445,9,4,4,Legacy (<=1990)
Sub Market,AiÀÄqÀºÀ½î,1972,²gÀ¹,1954.0,,446,10,4,0,Legacy (<=1990)
Sub Market,§£ÀªÁ¹,1972,²gÀ¹,1954.0,,447,6,4,0,Legacy (<=1990)
Sub Market,zÁ¸À£ÀPÉÆ¥Àà,1972,²gÀ¹,1954.0,,448,12,4,0,Legacy (<=1990)
Sub Market,a¥ÀV,1972,²gÀ¹,1954.0,,449,4,4,0,Legacy (<=1990)
Sub Market,PÀzÁæ,1989,PÁgÀªÁgÀ,1978.0,PÁgÀªÁgÀ,450,5,8,8,Legacy (<=1990)
Sub Market,CAPÉÆÃ®,1960,PÁgÀªÁgÀ,1978.0,CAPÉÆÃ®,451,7,8,7,Legacy (<=1990)
Sub Market,PÀªÀÄ¯Á¥ÀÄgÀ,1989,PÀ®§ÄgÀV,1940.0,PÀªÀÄ¯Á¥ÀÄgÀ,452,12,8,12,Legacy (<=1990)
Sub Market,ªÀiÁzÀ£À»¥ÀàgÀUÀ,1974,C¼ÀAzÀ,2014.0,D¼ÀAzÀ,453,16,6,6,Legacy (<=1990)
Sub Market,AiÀÄqÁæ«Ä,1989,eÉÃªÀVð,1978.0,eÉÃªÀVð,454,9,7,7,Legacy (<=1990)
Sub Market,£À¯ÁégÀ,1951,avÁÛ¥ÀÄgÀ,1951.0,avÁÛ¥ÀÄgÀ,455,7,9,9,Legacy (<=1990)
Sub Market,±ÀºÁ¨Ázï,1951,avÁÛ¥ÀÄgÀ,1951.0,±ÀºÁ¨Ázï,456,8,9,8,Legacy (<=1990)
Sub Market,ªÁr,1951,avÁÛ¥ÀÄgÀ,1951.0,PÁ¼ÀV,457,3,9,5,Legacy (<=1990)
Sub Market,PÀ®ÆègÀÄ,1951,avÁÛ¥ÀÄgÀ,1951.0,,458,8,9,0,Legacy (<=1990)
Sub Market,PÁ¼ÀV,2012,avÁÛ¥ÀÄgÀ,1951.0,,459,5,9,0,Modern (2006+)
Sub Market,ªÀÄ¼ÀSÉÃqÀ,1970,¸ÉÃqÀA,1947.0,¸ÉÃqÀA,460,10,6,6,Legacy (<=1990)
Sub Market,ªÀÄÄzsÉÆÃ¼À,1984,¸ÉÃqÀA,1947.0,,461,11,6,0,Legacy (<=1990)
Sub Market,¸ÀÄ¯ÉÃ¥ÉÃmÉ,1990,aAZÉÆÃ½,1996.0,aAZÉÆÃ½,462,11,7,7,Legacy (<=1990)
Sub Market,UÀÄgÀÄ«ÄlÌ¯ï,1977,AiÀiÁzÀVj,1947.0,AiÀiÁzÀVj,463,12,9,9,Legacy (<=1990)
Sub Market,¸ÉÊzÁ¥ÀÄgÀ,1951,AiÀiÁzÀVj,1947.0,UÀÄgÀÄ«ÄlÌ¯ï,464,10,9,12,Legacy (<=1990)
Sub Market,UÉÆÃV,1951,±ÀºÁ¥ÀÄgÀ,1951.0,±ÀºÁ¥ÀÄgÀ,465,5,9,9,Legacy (<=1990)
Sub Market,¸ÀUÀgÀ,1977,±ÀºÁ¥ÀÄgÀ,1951.0,ªÀqÀUÉÃgÀ,466,6,9,9,Legacy (<=1990)
Sub Market,ªÀqÀUÉÃgÀ,1977,±ÀºÁ¥ÀÄgÀ,1951.0,,467,9,9,0,Legacy (<=1990)
Sub Market,ºÀÄt¸ÀV,1987,¸ÀÄgÀ¥ÀÄgÀ,1951.0,¸ÀÄgÀ¥ÀÄgÀ,468,7,10,10,Legacy (<=1990)
Sub Market,PÉA¨Á«,1977,¸ÀÄgÀ¥ÀÄgÀ,1951.0,ºÀÄt¸ÀV,469,6,10,7,Legacy (<=1990)
Sub Market,SÁ£Á¥ÀÄgÀ,1985,¸ÀÄgÀ¥ÀÄgÀ,1951.0,,470,9,10,0,Legacy (<=1990)
Sub Market,ªÉÆÃPÀ,1975,§¼Áîj,1949.0,§¼Áîj,471,6,5,5,Legacy (<=1990)
Sub Market,PÀÄrw¤,1976,§¼Áîj,1949.0,PÀÄgÀÄUÉÆÃqÀÄ,472,6,5,13,Legacy (<=1990)
Sub Market,PÀÄgÀÄUÉÆÃqÀÄ,1976,§¼Áîj,1949.0,¸ÀAqÀÆgÀÄ,473,13,5,9,Legacy (<=1990)
Sub Market,vÉ®V,2012,ºÀgÀ¥À£ÀºÀ½î,1986.0,ºÀgÀ¥À£ÀºÀ½î,474,4,12,12,Modern (2006+)
Sub Market,CgÀ¹ÃPÉgÉ,2012,ºÀgÀ¥À£ÀºÀ½î,1986.0,,475,9,12,0,Modern (2006+)
Sub Market,¤ZÁÑ¥ÀÄgÀ,2020,ºÀgÀ¥À£ÀºÀ½î,1986.0,,476,9,12,0,Modern (2006+)
Sub Market,PÀÆrèV,1989,PÉÆlÆÖgÀÄ,1973.0,PÀÆrèV,477,6,9,6,Legacy (<=1990)
Sub Market,aPÀÌeÉÆÃVºÀ½î,1991,PÉÆlÆÖgÀÄ,1973.0,PÉÆlÆÖgÀÄ,478,13,9,9,Established (1991-2005)
Sub Market,PÀA¦è,1973,ºÉÆ¸À¥ÉÃmÉ,1973.0,ºÉÆ¸À¥ÉÃmÉ,479,5,10,10,Legacy (<=1990)
Sub Market,ªÀÄjAiÀÄªÀÄä£ÀºÀ½î,1986,ºÉÆ¸À¥ÉÃmÉ,1973.0,PÀA¦è,480,18,10,5,Legacy (<=1990)
Sub Market,vÀA§æºÀ½î,1996,ºÉZï.©.ºÀ½î,1973.0,ºÉZï.©.ºÀ½î,481,9,11,11,Established (1991-2005)
Sub Market,ºÀ£À¹,2008,ºÉZï.©.ºÀ½î,1973.0,,482,5,11,0,Modern (2006+)
Sub Market,ºÉÆ¼À®Ä,1994,ºÀÆ«£ÀºÀqÀUÀ°,1993.0,ºÀÆ«£ÀºÀqÀUÀ°,483,7,13,13,Established (1991-2005)
Sub Market,vÉPÀÌ®PÉÆÃmÉ,1971,¹gÀÄUÀÄ¥Àà,1973.0,¹gÀÄUÀÄ¥Àà,484,12,10,10,Legacy (<=1990)
Sub Market,PÉgÀÆgÀÄ,1971,¹gÀÄUÀÄ¥Àà,1973.0,,485,8,10,0,Legacy (<=1990)
Sub Market,¹jUÉgÉ,1971,¹gÀÄUÀÄ¥Àà,1973.0,,486,6,10,0,Legacy (<=1990)
Sub Market,ºÀZÉÆÑÃ½î,1971,¹gÀÄUÀÄ¥Àà,1973.0,,487,9,10,0,Legacy (<=1990)
Sub Market,ªÀÄÄ£ÉÆßÃ½,1979,©ÃzÀgï,1940.0,©ÃzÀgï,488,10,6,6,Legacy (<=1990)
Sub Market,alUÀÄ¥Àà,1951,ºÀÄªÀÄ£Á¨Ázï,1951.0,ºÀÄªÀÄ£Á¨Ázï,489,8,12,12,Legacy (<=1990)
Sub Market,zÀÄ§â®UÀÄAr,1951,ºÀÄªÀÄ£Á¨Ázï,1951.0,alUÀÄ¥Àà,490,11,12,8,Legacy (<=1990)
Sub Market,ºÀ½SÉÃqÀ,1951,ºÀÄªÀÄ£Á¨Ázï,1951.0,,491,8,12,0,Legacy (<=1990)
Sub Market,ºÀÄ®¸ÀÆgÀÄ,1971,§¸ÀªÀPÀ¯Áåt,1955.0,§¸ÀªÀPÀ¯Áåt,492,10,11,11,Legacy (<=1990)
Sub Market,SÁ£Á¥ÀÄgÀ,1979,¨sÁ°Ì,1949.0,¨sÁ°Ì,493,9,5,5,Legacy (<=1990)
Sub Market,PÀªÀÄ¯ï£ÀUÀgÀ,1976,OgÁzï,1971.0,OgÁzï,494,13,5,5,Legacy (<=1990)
Sub Market,dA§V,1976,OgÁzï,1971.0,PÀªÀÄ¯ï£ÀUÀgÀ,495,4,5,13,Legacy (<=1990)
Sub Market,oÁ£ÁPÀÄ£ÀÆßgï,1986,OgÁzï,1971.0,,496,13,5,0,Legacy (<=1990)
Sub Market,ªÀÄÄzÀUÀ¯ï,1973,°AUÀ¸ÀÆUÀÆgÀÄ,1993.0,°AUÀ¸ÀÆUÀÆgÀÄ,497,10,13,13,Legacy (<=1990)
Sub Market,¹gÀªÁgÀ,1976,ªÀiÁ¤é,1973.0,ªÀiÁ¤é,498,7,6,6,Legacy (<=1990)
Sub Market,PÀ®ÆègÀÄ,1976,ªÀiÁ¤é,1973.0,¹gÀªÁgÀ,499,8,6,7,Legacy (<=1990)
Sub Market,PÀ«vÁ¼À,1986,ªÀiÁ¤é,1973.0,,500,7,6,0,Legacy (<=1990)
Sub Market,ºÁ®¥ÀÄgÀ,1988,ªÀiÁ¤é,1973.0,,501,8,6,0,Legacy (<=1990)
Sub Market,vÀÄgÀÄ«ÃºÁ¼À,1984,¹AzsÀ£ÀÆgÀÄ,1976.0,¹AzsÀ£ÀÆgÀÄ,502,12,11,11,Legacy (<=1990)
Sub Market,§¼ÀUÁ£ÀÆgÀÄ,1979,¹AzsÀ£ÀÆgÀÄ,1976.0,,503,11,11,0,Legacy (<=1990)
Sub Market,eÁªÀ¼ÀUÉgÉ,1979,¹AzsÀ£ÀÆgÀÄ,1976.0,,504,10,11,0,Legacy (<=1990)
Sub Market,Dgï.ºÉZï.PÁåA¥ï,2009,¹AzsÀ£ÀÆgÀÄ,1976.0,,505,15,11,0,Modern (2006+)
Sub Market,VtÂUÉÃj,1951,PÉÆ¥Àà¼À,1948.0,PÉÆ¥Àà¼À,506,7,8,8,Legacy (<=1990)
Sub Market,C®ªÀA¢,1975,PÉÆ¥Àà¼À,1948.0,,507,6,8,0,Legacy (<=1990)
Sub Market,PÀÄPÀ£À¥À°è,1975,PÉÆ¥Àà¼À,1948.0,,508,11,8,0,Legacy (<=1990)
Sub Market,Q£Áß¼À,2012,PÉÆ¥Àà¼À,1948.0,,509,6,8,0,Modern (2006+)
Sub Market,PÀ£ÀPÀVj,1970,UÀAUÁªÀw,1957.0,UÀAUÁªÀw,510,8,8,8,Legacy (<=1990)
Sub Market,²æÃgÁªÀÄ£ÀUÀgÀ,1974,UÀAUÁªÀw,1957.0,(92 PÀÈ¶ GvÀà£ÀßUÀ½UÉ,511,14,8,21,Legacy (<=1990)
Sub Market,¹zÁÝ¥ÀÄgÀ,1971,UÀAUÁªÀw,1957.0,PÀ£ÀPÀVj,512,9,8,8,Legacy (<=1990)
Sub Market,rmÉÆÃ,2010,¨sÀvÀÛ ªÀÄvÀÄÛ CQÌ «±ÉÃµÀ PÀÈ¶ GvÀà£Àß ªÀiÁgÀÄPÀmÉÖ ¸À«Äw PÁgÀlV,2010.0,PÀ£ÀPÀVj,513,5,64,8,Modern (2006+)
Sub Market,¨ÁuÁ¥ÀÄgÀ,1973,AiÀÄ®ÄãUÁð,1973.0,AiÀÄ®ÄãUÁð,514,9,10,10,Legacy (<=1990)
Sub Market,AiÀÄ®ÄãUÁð,1973,AiÀÄ®ÄãUÁð,1973.0,PÀÆPÀ£ÀÆgÀÄ,515,10,10,11,Legacy (<=1990)
Sub Market,vÀ¼ÀPÀ¯ï,1996,AiÀÄ®ÄãUÁð,1973.0,,516,8,10,0,Established (1991-2005)
Sub Market,¨ÉÃªÀÇgÀÄ,1998,AiÀÄ®ÄãUÁð,1973.0,,517,9,10,0,Established (1991-2005)
Sub Market,vÁªÀgÀUÉÃgÀ,1977,PÀÄµÀÖV,1938.0,PÀÄµÀÖV,518,11,7,7,Legacy (<=1990)
